,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
196,196,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 20, 2019",Not Verified,"
Bad buy
","

  I purchased different kind of batteries that are rechargeable but these really are disappointing 2 of 4 went bad would not recommend to friends or others

",ness,1.0
197,197,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 19, 2019",Not Verified,"
Does not hold charge.
","

  Does not hold charge for long. Installed in smart lock have to charge it once every other week. HORRIBLE.

",tmond,1.0
198,198,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 19, 2019",Not Verified,"
Good battery charger
","

  I like the fact that I can recharge my batterys.all I have to do now is get triple A batterys.do you know where I can get rechargeable triple A batterys.if so please let me know.I look forward to recharging my battery and hopefully Dave some money.also don't forget to let me know where I can get rechargeable triple A batterys.thankyou

",Shawn Gallagher,5.0
199,199,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 18, 2019",Not Verified,"
Rechargeable AA battery.
","

  Very happy with this one. Highly recommended.

",BOYET103,5.0
200,200,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 18, 2019",Verified Purchase,"
This IS tThe next generation of LIthium AA's. Quality, Engenuity, Sharp packaging.  Worth the Price.
","

  Outstanding.  Heavy capacity.  The charging in less thas 2 hours is miraculous.  The batteries are sophisticated, an imbedded led ring around the top light while charging, off when done.  You can charge one or four at a time.  Don't forget this is a USB connectable device.  Even the packaging says upper end.  I have bought two sets.  I intend to buy at least 1 more.  The 600 ma rated lithium recharges that plug into a USB separateely are crap compared to these.  This company gets 5 stars from me and it is not like another ""new"" flash in the pan cheaply made product from China with no oversight.  GREAT JOB~

","James C. Allen, FIPF 2016.",5.0
201,201,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 17, 2019",Not Verified,"
These are some pretty cool batteries, if you like rechargable batteries try them out!
","

  These batteries are pretty cool. I used them for a couple months and they last a good while. They do charge very quickly. I was surprised when they were done charging so fast.Time will only tell how long these batteries will last as far as longevity goes (in years) but I got them for an incredibly low price so I couldn't resist trying them out.The big thing here is these will hold a voltage around 1.5v for the entire use of the battery. This means the voltage will drop off quickly when the batteries are at the end of charge, so your devices will just die on you when the batteries die. This also means you likely won't face low battery messages or any other kind of annoyance until the battery is fully dead and your device shuts off. I use nimh batteries and those, they seem to flash a low battery warning on just about everything for the entire use of the product. Its also impossible to get them fully discharged which results in poor performance over time, however most people say these kind of batteries don't have memory effect but they seem to last less and less each time I use them. The only way to get a nimh battery to full discharge is to put them in a charger that discharges the battery, I have that charger and I have done that many times, and most of the time I take the batteries out they still have quite a bit of power left in them even though my device reports they are dead batteries that need recharging. These batteries don't do that, they will fully drain and your device will shut off when the batteries need to be changed or recharged.  These batteries would be especially ideal for the Xbox 360 controller which flashes a very bright, annoying dancing light when the batteries are low.You can't put these batteries into camera flashes, the product manual says so, so those who want to use them for that will be out of luck.I did put these batteries in a AA battery digital camera and they worked just fine and lasted a long time. I used the flash too.You also have to use the charger that is provided, I haven't had a problem with it, but you won't be able to use your other fancy chargers.You can charge these with any USB charger, it doesn't come with a USB charger so you will have to provide one, however this is very handy as you don't have to have a separate charger plugged in for these batteries.

",Outrun1986,5.0
202,202,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 17, 2019",Verified Purchase,"
Unfortunately the charger would only charge the accompanied cells.
","

  When I tried another make, the charger wouldn't respond.

",Matt Nowak,2.0
203,203,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 17, 2019",Not Verified,"
Battery Life leaves allot to be desired
","

  I tried these iin my outdoor camera where I used the leading Lithium battery.  Those batteries last approximately 1.5 years.  These rechargeable ones lasted less than a few months.  I like the concept but they are not delivering on performance.

",EricO,1.0
204,204,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 14, 2019",Not Verified,"
Best Ever AA Rechargeable Batteries
","

  Bought the "" AA Lithium - 4 pack w/USB charger "" few months back & absolutely love it. The batteries are long lasting & they get fully charged very quickly when compared to other rechargeable batteries out there. I use the batteries on my son's multiple toys and they work fine without any issues. Would recommend this to anyone out there who is looking for a superior long lasting AA rechargeable batteries.

",Sunil,5.0
205,205,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 13, 2019",Not Verified,"
Nice one
","

  I like this product

",Yp,4.0
206,206,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 13, 2019",Not Verified,"
Nice constant voltage, but abrupt drop-off  :)
","

  All too many devices need AA cells, not many take 14500s (4.2V out of the charger), and some don't like NiMH cells (constant 1.2V), so these fill the niche in providing a constant 1.5V from fresh out of the charger 'til they abruptly drop dead.  And I despise alkaleaks, as those hateful little things will leak their corrosive innards in your flashlight, remote control, wireless mouse, whatever you have them in, and ruin the device.  So trying these Tenavolts was a nice compromise between maintaining a fresh-alkaleak voltage from start to end, no drop-off.They charge easily in the included charger (straight 5V from the USB supply), lighting the cell's internal LED while charging, and going out when done.  That's it.While they may not work in high-drain devices like camera-flash units (not like that's plastered allllll over the description in multiple places), they do work fine in AA flashlights like my SP10 and E03.  In fact, my E03 has perfect mode-spacing when using an alkaleak, but all modes are brighter and clustered together when using a 14500, so the Tenavolt keeps that nice mode-spacing without the slightest danger of leaking inside the light itself.  And so it is for most AA-powered doodads that I tried.My only critique is that sudden drop-deadness when the internal cell is spent.  There's zero warning, no dimming or fading (slow or rapid) to forewarn that you have 5sec of light left, etc.  It's unnerving.  Still, I just keep a space cell handy Just In Case.  It's a small price to pay to be able to rest assured that you won't come back to a salt-block and ruined springs/contacts where an alkaleak used to be.Constant unwavering 1.5V from start to end, no chance of leaking and ruining the device it's in, vs a sudden death when the cell needs recharging.  Whether it's right for you depends on you.  I'm fine with the one and only drawback, and am using these in multiple goodies.

",LightBringer,5.0
207,207,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 13, 2019",Not Verified,"
good batteries
","

  good batteries and charger

",little john,5.0
208,208,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 13, 2019",Verified Purchase,"
Well worth the money that you pay for them.
","

  These batteries are great for your items that get a lot of use such as flashlights and your other battery powered gadgets.They last a long time between charges and they charge back up in no time flat. These will save you a lot of money because you won't be buying alkaline batteries all the time.The charger works great too.

",Gary Sopher,5.0
209,209,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 12, 2019",Not Verified,"
cheating!
","

  this seller sent wrong one .two is rechargeable and two is regular battery .two regular battery is different brand as a picture.

",josephintl,1.0
210,210,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 12, 2019",Not Verified,"
Highly recommended
","

  Best rechargeable battery by far!

",XPSU,5.0
211,211,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 11, 2019",Not Verified,"
good jobs
","

  We love it

",shelly chou,5.0
212,212,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 10, 2019",Verified Purchase,"
Not recommended for smart locks! Don’t hold charge for long!
","

  Batteries die too quickly, with ZERO low battery warnings... it’s just dead.

",Techie42,1.0
213,213,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 8, 2019",Not Verified,"
If price is not a problem
","

  Very good batteries, too expensive though. I can only afford when it is on sale, will buy more next round they put this back on sale.

",Minh V. Nguyen,5.0
214,214,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 6, 2019",Not Verified,"
High quality, lasts a LOOONG time
","

  I bought this when it was on sale, and boy was it a good purchase. The charger has a unique modern design and the battery lasts for a long time.

",One,5.0
215,215,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 6, 2019",Verified Purchase,"
advertising fraud
","

  Useful energy of AA size is 1125 mWh (750 mAh)

",Amazon Customer,1.0
216,216,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 5, 2019",Not Verified,"
Works a advertised. Awesome.. BUT NOT ON THE 2ND SET
","

  Awesome product.. best rechargeable batteries.UPDATE REVIEW.The first time I bought these batteries was the best rechargeable battery I've used so I bought a second set a month ago and the results were the opposite. Maybe I got a bad batch or they just have poor quality control. I didnt use the second set until a couple weeks ago and it when I put it in my PC mouse or the kid's toys, the batteries would died every 4-7 days when they used to last 2-4 months. Going back to Energizer rechargeable.

",DinoB,1.0
217,217,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 4, 2019",Not Verified,"
Very compact
","

  It is very compact and beautiful.  I am using it in Roku remote for bluetooth listening and it last more than regular alkaline battery.

",Kuppa,5.0
218,218,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 3, 2019",Verified Purchase,"
Batteries for my high usage blink camera.
","

  So far so good. Life wasn't as long as I expected but being rechargeable they are working well.

",Jon Beverlin,5.0
219,219,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 2, 2019",Not Verified,"
The right voltage for when you need it.
","

  Got them on sale and was what I needed. Holds a charge well. Just know the when they need charging it is like hitting the off switch.

",PS,5.0
220,220,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 2, 2019",Not Verified,"
good
","

  good

",ZOU XIAOGU,5.0
221,221,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"November 2, 2019",Verified Purchase,"
Worth every penny.
","

  These are great batteries and the charger is top notch also. They last 21 times longer than the alkalines I've been using. Great products and seller. WDBA. Thanks!!

",Gizmo,5.0
222,222,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 30, 2019",Not Verified,"
Long Lasting
","

  These last a long time but when they go, they go quick! I use 2 at a time in an iMac mouse. Great for the price - I got them on sale.

",D. Podolsky,5.0
223,223,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 29, 2019",Verified Purchase,"
Finally, accepted by my insulin pump!
","

  As others have stated, I have gone through a mountain of batteries thanks to my insulin pump. Up until purchasing these, no rechargeable battery has supplied the required voltage needed to be accepted by my MiniMed-670G. Not only do these supply it but unlike alkeline, they hold the voltage no matter if fully charged or halfway used. Highly recommend to anyone in the same position I was in, you won't regret it.

",Maeric,5.0
224,224,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 28, 2019",Not Verified,"
So far, so good
","

  nice battery built in  blue hue while charging.

",Alfatech,4.0
225,225,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 28, 2019",Verified Purchase,"
Second set worked great.
","

  Had to return the first batch I received. They wouldn't operate hardly anything. The second ones work just great. Have tested them in a digital slr camera and they did just fine. Tested in a flashlight and worked good. Put a 1 ohm load across the battery and it drew 1.1 amps for over an hour. Which was more than twice as long as a normal AA battery. Not sure why first ones didn't work. They measured 1.5 volts but very low current output. Oh well 2nd set were good.

",PB Cowboy,4.0
226,226,B07HQ7QV7W,,"October 28, 2019",Verified Purchase,"
LONG LIFE HIGH DRAIN AA RECHARGEABLES
","

  I bought these batteries for my church to use in the wireless mikes in church, after realizing that although lithium AA's last longer than the best Alkalines... the regular Lithium AA's were still not as cost effective as these batteries. The fact that they are  ""quick charge"" (flat dead to full charge) in two hours is a plus.  Another ""PLUS"" is that the charging cradle is USB... who doesn't have a phone charger handy? They are worth the $25 per 4pack.

",Robert Jordan,5.0
227,227,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 28, 2019",Not Verified,"
The batteries themselves have a charge light, not the charger.
","

  The batteries themselves have a charge light, not the charger.  So you really can't use the charger for other rechargeable batteries.  I would have sent them back but I already threw out the box, after all, for 10 bucks I wasn't expecting much.  I was still let down.

",Gene,2.0
228,228,B07HQ7QV7W,,"October 28, 2019",Verified Purchase,"
best AA i have found so far
","

  great batteries. I had to wait a little more than a month for them to run down and need charging before i could write this review. they just keep giving and giving and giving. i ordered 8 AA batteries and all read 1.5+ volts. They hold there voltage up right to the end and then with NO warning they crash.That is not a problem for me using them in a shortwave receiver but may be for some applications. 5 star in my book. they are the only AA i will use from now on. Thanks TENAVOLTS

",ptim,5.0
229,229,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 27, 2019",Verified Purchase,"
👍
","

  👍

",Gustavo,5.0
230,230,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 27, 2019",Verified Purchase,"
😁
","

  😁

",Heidi,5.0
231,231,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 26, 2019",Verified Purchase,"
Would recommend
","

  👍

",Bobby Swain,5.0
232,232,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 25, 2019",Not Verified,"
Caution they leak!
","

  Product leaked in 4 months ruined the device they were installed in.

",Harry,1.0
233,233,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 24, 2019",Not Verified,"
Nice 1.5 batteries.
","

  Got them for twleve bucks and really powerful. I have to figure some uses for it, but these aoeesr to be good. The charger is small and uses USB port.  Wanted to use them with waterflosser, but they are too powerful. Replaced with Ni MH instead.

",James Yang,5.0
234,234,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 24, 2019",Not Verified,"
Longer lasting than the NMH I was using
","

  I replaced the ""Amazon"" branded NMH I usually use in my handheld GPS with these and they seemed to outlast the other one (so far). It wasn't a perfect comparison as I might have had the screen ""on"" longer in one situation versus another but it did seem like the Lithium lasted longer (sometimes all day long). The one downside I noticed is the battery level indicator on the device does not indicate the charge remaining as it does on a NMH battery. I always carry spares as I would need to replace the NMH at least once per day, and if the batteries are older sometime more than once per day.

",Roger,5.0
235,235,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 23, 2019",Not Verified,"
Get these for devices where rechargeable AA eneloop and other non-alkaline batteries fail to work.
","

  8 AA batteries received, with 2 chargers, nicely boxed.  Start with 5 stars.A discharge cycle at 1 amp, for all 8 batteries indicated 1100 to 1200 mAh at 1.47 to 1.50 volts, the entire discharge cycle.  So, come very much ready to put into equipment for immediate use.  Add a star for 6 stars.Recharge cycle a bit slower than claimed, with 2.5 hours or so, and full charge capacity at 1 amp discharge of 1600 to 1650 mAh.  Minus 1 star for 5 stars.  (this is because of the claimed recharge rate of 1 hr and 48 minutes and a bit below the claimed 2700 mWh.  Still a very good showing, especially for a constant 1 amp load)For those that don't want to throw away batch after batch of alkaline batteries, these serve the great fill-in purpose for those devices that don't work with NiMH or NiCd rechargeables because of the voltage disparity between alkaline and NiMH/NiCd chemistry.  As these put out a very solid 1.5 volts, if you have devices that don't quite seem to work as long as they should, or even at all, with NiMH/NiCD, then these are excellent choices.  While NiZn can also do the trick, they do go up to 1.65 volts, which may be damaging/problematic for some devices, while these should never be cause for concern, as 1.5 volts is well within the operating range (at first) for alkaline batteries.These are more costly than NiMH, so I plan on using them in devices that I used to have to make the choice between usability (high with Alkaline/low with NiMH) and cost to environment (alkaline high, NiMH low) and per usage cost (alkaline high, NiMH low).For example, my son's electric song/piano toy required that I find the best performing NiMH batteries, and even then performance would quickly degrade such that the toy would become unusable long before I would expect from high performance NiMH batteries (Eneloop pro and Amazon 2400).  Upon trying these out, the toy works perfectly, with long run life. No more swapping/charging batteries too quickly, or giving in to alkaline!Another example is a laser level I have.  When I use my best NiMH batteries (2 batteries required), the unit will detect the lower voltage as an issue, and start to flash in the pattern that indicates low battery voltage.  While it still works, it is disconcerting/unpleasant to have it continuously flash while trying to line-up any work.  With these, the laser light is rock steady, and I am no longer bothered by the flashing (or with throwing away the alkaline batteries that only last a couple of hours).If you have devices that work with NiMH/NiCd, then don't fret about these batteries.  But, if you have devices that need a little bit more oomph, then these will fit the ticket.Since they give full voltage until exhaustion, detection that works upon voltage for low battery indication will not be reliable, so do not use them if you require sufficient notice that they are about to go out.  For me, when the device stops working is fine, as I can just grab another two and swap them out quickly, with no danger.  (maybe add a beeping sound to the circuitry when the internal li-ion is at the last 10 percent or so?)Time will tell about longevity.  I have NiMH low discharge AA's that have been working 10 plus years at over 90 percent of original capacity.  If these go half that length of time, they will pay for themselves, and if they go to 10 or more years, then even more in the green!

",Ross N,5.0
236,236,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 22, 2019",Not Verified,"
The best of the best!!!
","

  Works as advertised and better.

",LeoB.,5.0
237,237,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 21, 2019",Verified Purchase,"
Good battery charger
","

  So far so good

",Rg,5.0
238,238,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 20, 2019",Not Verified,"
Worked well and as described.
","

  Product was as described and has worked well with multiple uses!

",Jon & Tara Pickard,5.0
239,239,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 19, 2019",Verified Purchase,"
Go back to the drawing board
","

  Lasted about one week when others lasted a year. Charged and retried several times. Will be returned.

",Chris,5.0
240,240,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 17, 2019",Not Verified,"
These do not work well in high current applications, but seem ideal for many uses
","

  I bought these because I was interested in the new technology and I have, in the past, had devices that needed 1.5 V to work properly.  The firsts things I tried one of these batteries in was an inexpensive 100 lumen  AA powered  LED flash light.  I expected the light to be brighter with a 1.5 V battery  than with the, 1.2 V, NIMh AA battery I had been using, but I didn't see any difference in brightness.  Then I read reviews that complained about the batteries getting hot and not working well as NiMh in camera flash units.  That told me that these batteries have higher internal resistance than NIMh or regular 3.6 V Lithium  batteries. I'm guessing that is caused by the protection and voltage regulation circuitry in each battery.For most AA battery uses, e.g. remotes or other low powered electronic devices, this is not going to be an issue. I note, in another review, that the reviewer is happy with their performance powering his kids toy cars which is a not a low powered application, and, because of the voltage regulation, those cars maintain constant performance till a battery shuts down to protect itself.Camera flashes or high power flash that need to suck energy out of a battery as fast as as possible to quickly recharge the flash and devices that use the battery's voltage drop to sound an alarm to let the user know the batteries need to be replaced, like smoke alarms, shouldn't use this kind of battery.The simple battery charger/holder supplies charges these batteries fast when plugged into a USB power supply and the batteries that aren't being used can be left in it plugged in or not. Lithium batteries have very good low temperature performance so these batteries are good for outdoor use even in cold weather. The fact that the battery output voltage is compatible with devices designed to use non rechargeable batteries is useful as is the fact that they either deliver 1.5 volts or disconnects from the load. Personally, when travelling, I'll be carrying then, in their case/charger, with me and using my laptop to and the supplied cable to charge them as needed.

",Mark J. Boyd,4.0
241,241,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 17, 2019",Not Verified,"
Doesn’t last as long as I’d hope..
","

  Got this during a deal, 4 pack with charger for $10. Even then these don’t seem to last as long as I had heard l-ion would. I use these in a little string of copper wire lights as a night light for my son. Normal rechargeable batteries lasted us two 12-hr nights. These only last two 12-hr nights too, but are brighter. The downside is when these batteries are going dead the lights begin to flash almost strobe like and frighten my son if he wakes up in the middle of the night and sees this. Definitely wouldn’t pay $35 for them now.

",Jessica H,3.0
242,242,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 16, 2019",Not Verified,"
Produces RF noise in my Radio
","

  When I use these batteries in my radio, I get RF noise coming from the batteries.  The circuitry  in the batteries must be producing the noise.  I have not used them in anything else, so I don't know about how they would function overall.

",Fredric,3.0
243,243,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 15, 2019",Not Verified,"
proprietary charger!
","

  Gets very hot when i use them on my camera flash compared to normal batterries. also you cannot charge with any other charger

",noypiintx,3.0
244,244,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 14, 2019",Not Verified,"
So far so good.
","

  So far so good.  I am using this for my mouse, so it should last a long time.  People who bought these for high current applications don't know what they are doing, thus the bad reviews.I wished that they have the AAA size as well since the charger clearly can accommodate the size, but I can't find those.  The AAA ones so far are only charged by an USB cable directly.

",AmazonShopper,5.0
245,245,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 14, 2019",Not Verified,"
These batteries last a long time on a full charge.
","

  I needed a set of AA batteries for office supplies. (wireless mice and keyboards) These fit the bill perfectly. Since they stay at a constant 1.5V until dead, they are perfect for other applications too. They seem to go a long time on a single charge, I believe they last longer than other rechargeable batteries I've bought in the past, but that could be just my imagination. I bought a second set of these to use at home as well. I have a trail camera that they are in right now, and they seem to be lasting a long time in that as well.

",David,5.0
246,246,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 14, 2019",Not Verified,"
My Tenavolts experience
","

  Overall, these are decent batteries.  Personally, I use these to supplement my Eneloops and other NIMH batteries.The plus side of these batteries, is of course, the 1.5 volt output versus the lower NIMH battery output.  The minus is the fact that these have less capacity overall when you delve into the data.However for some devices, these our a necessity as NIMH rechargeable don’t provide enough voltage for items to work correctly.  One instance is a little submarine with a simple motor my daughter has for the pool.  An Eneloop AA fails to get the motor to perform as the voltage is too low, however the Tenevolts AA powers it around the pool.These batteries also work better for my Z wave locks, as the NIMH eneloops worked, but the locking action wasn’t as crisp, and sometimes would fail.  When you factor in the fact that each lock takes 4 batteries, the NIMH had a bit lower voltage overall.However, one device that does work better with eneloops was my Halloween LED village, with about 9 small led lights.  Some eneloop AA would keep the lights up and running for days on end, Although not as bright as the tenevolts.  However the tenevolts only would last about a day at max brightness, and when they started  to get low and run out, would strobe and flicker the lights.  It must have something to do with the circuitry providing the step down voltage, but they didn’t last even close to as long.They aren't bad, but unless you need the extra voltage go with Nimh rechargeables.

",_justin,4.0
247,247,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 13, 2019",Verified Purchase,"
Good value
","

  I have not had it long but so far so good. I am trying to eliminate the constant purchase of batteries for my remotes so I purchased this to try and see if this will save money in the long run.

",IndianaJoe,5.0
248,248,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 12, 2019",Not Verified,"
Don’t mix with traditional rechargeables
","

  Got these on sale and worth every penny. Just make sure you keep them separated from NiMH battery chargers (and don’t charge NiMH batteries in the included charger).

",Jeremy D.,5.0
249,249,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 11, 2019",Not Verified,"
Good but not for all purpose
","

  If you need high output current, buy regular rechargeable battery. Buy for constant low output current, this is pretty good.

",mbreeze,4.0
250,250,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 11, 2019",Verified Purchase,"
They are a full 1.5 volts, not 1.25 volts like less expensive batteries
","

  Good life

",Bob,5.0
251,251,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 10, 2019",Not Verified,"
Great battery charger
","

  Batteries are well made and hold a long charge, the charger is also made heavy duty to last a long time

",Blzr,5.0
252,252,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 10, 2019",Not Verified,"
Awesome Batteries
","

  I got these batteries because they were on sale with a coupon code to get it for $11. I probably wouldn’t buy these for their normal price. They are great. Once I got them, I threw them in my La Crosse charger and charged them up. I am currently using them in a pair of XBOX One S controllers and wow! They lasts a long time! I have 4 of the Amazon Basics rechargeable, the grey with the green ring, along with the white ones and they lasts maybe 2-3 days. The same Tenavolt batteries are in the controller for over a week now and it still shows the battery is full. Each time we use the Amazon ones, even after a full charge, it will show maybe 80% charged in the controller, that is probably due to the batteries not charging to 1.5v I will buy more of these if there is ever a sale again, since spending $35 for 4x plus a charger I don’t need is kind of expensive.

",jchan,5.0
253,253,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 9, 2019",Not Verified,"
Long lasting for my Sangean digital radio but adds distortion to the sound
","

  I picked these up for a Sangean radio which eats through rechargeable batteries like crazy. The radio requires a set of four AA's. And even with the 2450 mAh ones, I can barely get a few days of use from the radio before I need to open up the battery compartment, test which battery is weak or dead, then replace it. What's especially annoying is the fact that only one of the four battery need be weak or dead for the radio to shut down. For most devices I've owned, the remaining batteries can compensate well enough for a weak or dead battery. But not this Sangean radio.Flash forward, I decide to try these batteries to see if they make a positive difference. And they do.. lasting much longer in this radio than all previous and ordinary rechargeables.BUT... pretty quickly after I started using these TENAVOLTS, I started noticing a lot of static in the radio speaker. So much so, that it's become unlistenable. When I place standard rechargeables or alkaline batteries back again, the sound is clear once again.  So these TENAVOLTS are creating some kind of interference.  Bummer! Back to the battery drawing board, I guess.

",DeafeningWhisper,3.0
254,254,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 8, 2019",Verified Purchase,"
Nicely done
","

  Great product

",Ilene Ulich,5.0
255,255,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 7, 2019",Verified Purchase,"
Nice Li-ion batteries for the money
","

  Batteries charge easily and seem to last. I like the blue LED indicators on each battery to show when the charge is complete. Great for remote controls or any item that does not have excessive power requirements, such as a camera flash. Best to use NiMH for those. Only caveat is you can only charge Tenavolts batteries with this charger, or at least they say that. I haven't tried.

",M. Jacks,5.0
256,256,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 6, 2019",Verified Purchase,"
working as advertised
","

  i belive these are atleast as equal to kentli batteries....my ATN scope cant tell the difference. it a power hungry unit that needs 1.5v batteries. kentlies are gret BUT i had a couple ""short out"" and rise To 3.7v!!! luckly the ATN oveload protection cicuit worked and shut itself down...the unit was unharmed except that the spike caused it to wipe out its settings. so i just re booted the scope after reloading the firmware again and all is good. SO ...only time will tell if the tenavolts hold up better...its been a month since i purchased them and 3 charge cycles later ....so far so good

",Jaime C.,5.0
257,257,B07HQ7QV7W,,"October 5, 2019",Not Verified,"
Waste
","

  Batteries never worked. Said they were charged but never worked or said they were discharged...complete waste

",Deacons70,1.0
258,258,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 2, 2019",Not Verified,"
750 mAh is a bit small
","

  These batteries are just 750 mAh

",Fang Xu,4.0
259,259,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 2, 2019",Verified Purchase,"
Great batteries
","

  I’ve been using enelopes for years and think they are great but these batteries have out perform them in every way at least for me

",Tommy M,5.0
260,260,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"October 1, 2019",Not Verified,"
3 out of 4 batteries received are defective and drain within a few days in multiple devices
","

  I bought these due to my Bluetooth door lock needing new battery about every 4 months. Well, these lasted 3 days. Thinking the batteries were maybe not ideal for the door lock, I tried them in a Xbox controller. Within 2 hours of play time they were dead.

",RS211,1.0
261,261,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 30, 2019",Verified Purchase,"
Useful and handy
","

  I got this product to use for my camera which need 1.5v cells. As of now its working nicely. The usb charging is really handy as u can use mobile charger for the same. Overall nice product.

",Abhishek Rawal,4.0
262,262,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 30, 2019",Not Verified,"
Its ok for the price
","

  It is working fine, But not satisfied with the product.

",benerji s.,3.0
263,263,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 30, 2019",Not Verified,"
GREAT PRODUCT
","

  So far so good.  Seem to be doing the job.  AAA++++ GREAT batteries.

",THSTONEY,5.0
264,264,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 30, 2019",Verified Purchase,"
Works well
","

  Step son loves these for his Xbox controller

",Dave Douglas,4.0
265,265,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 29, 2019",Verified Purchase,"
Price
","

  It’s ok but price better comedown

",Amazon Customer,4.0
266,266,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 28, 2019",Not Verified,"
Won't charge.
","

  Just got a set of 4 AAs, they came charged so I put them right to work in my xbox controller. Seemed to work no problem. The issue arose when I attempted to charge the ones my controller used up.The box lights up that is has power, but the batteries do not charge.

",Grant,2.0
