,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating,title_desc
375,375,B087965DTC,,8-Sep-20,Verified Purchase,Disappointed with Fan,"  The fan is alittle loud, and the water evaporates quickly so you need to refill often. Also you need to be directly in front to feel the breeze. Did not cool the small room as I hoped it would. I am not going to return, but I would not recommend this fan.",BTManzy,3.0,"Disappointed with Fan  The fan is alittle loud, and the water evaporates quickly so you need to refill often. Also you need to be directly in front to feel the breeze. Did not cool the small room as I hoped it would. I am not going to return, but I would not recommend this fan."
376,376,B087965DTC,,8-Sep-20,Verified Purchase,Would not buy it again,"  When you add ice cubes to use it as an air cooler, the water will drip and it ruined my wood nightstand where I placed it.  Not very powerful either.",Theresa D.,1.0,"Would not buy it again  When you add ice cubes to use it as an air cooler, the water will drip and it ruined my wood nightstand where I placed it.  Not very powerful either."
377,377,B087965DTC,,7-Sep-20,Verified Purchase,"Trigger your allergies. Weak, useless and expensive","  The fan is weak and does not cool at all even you put bunch of ice in it. Worst of all after the water dries out, it leaves very bad smell, worsen the air quality and triggers your allergy.",Marine C,2.0,"Trigger your allergies. Weak, useless and expensive  The fan is weak and does not cool at all even you put bunch of ice in it. Worst of all after the water dries out, it leaves very bad smell, worsen the air quality and triggers your allergy."
378,378,B087965DTC,,7-Sep-20,Not Verified,Great little fan,  Great for home office use.  Keeps area cool and moves alot of air.,F MacLean ,5.0,Great little fan  Great for home office use.  Keeps area cool and moves alot of air.
379,379,B087965DTC,,6-Sep-20,Verified Purchase,"Its good for a fan, but bad at cooling.","  i would say if you need something that that would cool down a space, doesn't matter how big it is. Don't buy this, it doesn't actually cool and area, just like a fan, it has to be blowing straight at you. The water part, i would say it doesn't really help as it uses tiny amount. XD it just makes your room humid and hot.",andy,2.0,"Its good for a fan, but bad at cooling.  i would say if you need something that that would cool down a space, doesn't matter how big it is. Don't buy this, it doesn't actually cool and area, just like a fan, it has to be blowing straight at you. The water part, i would say it doesn't really help as it uses tiny amount. XD it just makes your room humid and hot."
380,380,B087965DTC,,6-Sep-20,Verified Purchase,Just like a fan but $50,"  Doesn’t blow cold air, pretty much a mini fan. Added cold water and ice inside device and still the same temp as a fan. I’d spend $8-12 on this.",Winterz ,1.0,"Just like a fan but $50  Doesn’t blow cold air, pretty much a mini fan. Added cold water and ice inside device and still the same temp as a fan. I’d spend $8-12 on this."
381,381,B087965DTC,,6-Sep-20,Verified Purchase,"Works ok, but overpriced","  Works fine as short term humidifier, but don't expect any significant cooling.  Way overpriced. Should be more like $29.95!",Bowpooza,3.0,"Works ok, but overpriced  Works fine as short term humidifier, but don't expect any significant cooling.  Way overpriced. Should be more like $29.95!"
382,382,B087965DTC,,5-Sep-20,Verified Purchase,Delivers a wallop for a reasonable price,"  I’m currently experiencing 104 degree heat. My trusty portable air conditioner fan is keeping me cool. No set up required, You fill the bottom with water, choose your background color to set the mood, and no sweat. Can’t beat it for under forty bucks.",Janine Covey,5.0,"Delivers a wallop for a reasonable price  I’m currently experiencing 104 degree heat. My trusty portable air conditioner fan is keeping me cool. No set up required, You fill the bottom with water, choose your background color to set the mood, and no sweat. Can’t beat it for under forty bucks."
383,383,B087965DTC,,5-Sep-20,Verified Purchase,DONT BUY THIS,  I will never buy this again. It was working for couple minutes and suddenly stopped.,laoyeungannam,1.0,DONT BUY THIS  I will never buy this again. It was working for couple minutes and suddenly stopped.
384,384,B087965DTC,,5-Sep-20,Verified Purchase,"Not ac , humidifier!!!!!! SAVE UR MONEY!!!!! THIS IS A JOKE!!!!",  This “humidifier” is a piece of junk. Bought it when our ac went out thinking it would cool us down. It’s very misleading. U fill it with ice and water but it’s a humidifier not a mister fan.  very disappointed and not worth $50. I would say it’s worth $13 at most since it’s just a small light up fan that acts as a humidifier.  Also idk if something is wrong with ours but it leaks water everywhere on the bottom and when it’s on the fan part. Very messy and not effective or efficient at all. Save ur money spend a little more for a better ac if that’s what u r looking for!,Braydon Olsen,1.0,"Not ac , humidifier!!!!!! SAVE UR MONEY!!!!! THIS IS A JOKE!!!!  This “humidifier” is a piece of junk. Bought it when our ac went out thinking it would cool us down. It’s very misleading. U fill it with ice and water but it’s a humidifier not a mister fan.  very disappointed and not worth $50. I would say it’s worth $13 at most since it’s just a small light up fan that acts as a humidifier.  Also idk if something is wrong with ours but it leaks water everywhere on the bottom and when it’s on the fan part. Very messy and not effective or efficient at all. Save ur money spend a little more for a better ac if that’s what u r looking for!"
385,385,B087965DTC,,4-Sep-20,Verified Purchase,SERIOUS quality control issues!  Returned TWICE!!,"  Returned it twice.  Each time the fan broke in one fashion or another after less than a few days of use.  This is ridiculous!  Will not buy from this vendor again.UPDATE: On top of all that, this thing SHOCKED me!  After the buttons stopped working it shocked me.  This is an unsafe, defective product.",Angela Davis,1.0,"SERIOUS quality control issues!  Returned TWICE!!  Returned it twice.  Each time the fan broke in one fashion or another after less than a few days of use.  This is ridiculous!  Will not buy from this vendor again.UPDATE: On top of all that, this thing SHOCKED me!  After the buttons stopped working it shocked me.  This is an unsafe, defective product."
386,386,B087965DTC,,4-Sep-20,Verified Purchase,quit working,  Already stopped working. won't turn on no matter what I do.,David W,1.0,quit working  Already stopped working. won't turn on no matter what I do.
387,387,B087965DTC,,3-Sep-20,Verified Purchase,Recommend!,"  Highly recommended! It’s good for when you need a nice cool breeze. It’s strong breeze, better than other fans I have spent $50.00 on but small and nice desk size. The light feature is super fun. The only thing I don’t like is the light on the charging box is BRIGHT and have to hide it at night. But otherwise great product for a fair price!",Blue Eye Gal,5.0,"Recommend!  Highly recommended! It’s good for when you need a nice cool breeze. It’s strong breeze, better than other fans I have spent $50.00 on but small and nice desk size. The light feature is super fun. The only thing I don’t like is the light on the charging box is BRIGHT and have to hide it at night. But otherwise great product for a fair price!"
388,388,B087965DTC,,3-Sep-20,Verified Purchase,Product is trash,"  I received 7 of these. 2 were dead on arrival. 3 did not last a month. The other 2 are not being used, but it is highly likely the will quit working soon",Matt,1.0,"Product is trash  I received 7 of these. 2 were dead on arrival. 3 did not last a month. The other 2 are not being used, but it is highly likely the will quit working soon"
389,389,B087965DTC,,2-Sep-20,Verified Purchase,P.O.S.,  If 0 stars were an option that is what I would give.  $70 for a $5 motor that sprits water into it's own under-powered fan.  I've seen $10 fans that were 100000000x better.  Please do not waste a single cent on this garbage!,KS,1.0,P.O.S.  If 0 stars were an option that is what I would give.  $70 for a $5 motor that sprits water into it's own under-powered fan.  I've seen $10 fans that were 100000000x better.  Please do not waste a single cent on this garbage!
390,390,B087965DTC,,2-Sep-20,Verified Purchase,It works!!!!,  This little thing works great I have an office in a wharehouse and it’s extremely hot in there these help cool you off clearly it’s made to cool you off it is not a replacement for air conditioning. I have to admit I was skeptical about these we ended up buying ten for everyone in the office.,Dany Garcia,5.0,It works!!!!  This little thing works great I have an office in a wharehouse and it’s extremely hot in there these help cool you off clearly it’s made to cool you off it is not a replacement for air conditioning. I have to admit I was skeptical about these we ended up buying ten for everyone in the office.
391,391,B087965DTC,,1-Sep-20,Verified Purchase,Did I get a bad one?,"   It was defective out of the box. Wouldn’t turn on. Had to return and ordered another one. But by the time the second one came around, it’s already fall and I no longer need it... Looks all great. And the design and instruction all seemed fine.",Shandy,3.0,"Did I get a bad one?   It was defective out of the box. Wouldn’t turn on. Had to return and ordered another one. But by the time the second one came around, it’s already fall and I no longer need it... Looks all great. And the design and instruction all seemed fine."
392,392,B087965DTC,,1-Sep-20,Verified Purchase,Doesn't work for long.....,"  I purchased this on July 7th.. received it on July 9th... It worked fine until August 23rd.. Then out of the blue there is no power at all... Of course the return window was on August 8th, I wouldn't recommend buying this product. Although I did not purchase the extended warranty plan I didn't expect it to last only 6 weeks.. Sorely disappointed!!",Marla,1.0,"Doesn't work for long.....  I purchased this on July 7th.. received it on July 9th... It worked fine until August 23rd.. Then out of the blue there is no power at all... Of course the return window was on August 8th, I wouldn't recommend buying this product. Although I did not purchase the extended warranty plan I didn't expect it to last only 6 weeks.. Sorely disappointed!!"
393,393,B087965DTC,,31-Aug-20,Verified Purchase,it works,  I was surprised by this product. Put ice and cold water and it starts blowing cold air and you can see it working.  Its good to use in a real small space like an office table or study desk for students. It works when you add another fan to help spread the cold air more which helped out a lot during the current heatwave and record breaking temperatures and humidity here.,JaeMahal,5.0,it works  I was surprised by this product. Put ice and cold water and it starts blowing cold air and you can see it working.  Its good to use in a real small space like an office table or study desk for students. It works when you add another fan to help spread the cold air more which helped out a lot during the current heatwave and record breaking temperatures and humidity here.
394,394,B087965DTC,,31-Aug-20,Verified Purchase,Doesn't work!,  I would give zero stars if I could. It lasted two hours and stopped working. It looks pretty but sadly it's junk. Trying to return.,STARgazer,1.0,Doesn't work!  I would give zero stars if I could. It lasted two hours and stopped working. It looks pretty but sadly it's junk. Trying to return.
395,395,B087965DTC,,31-Aug-20,Verified Purchase,It's a light up humidifier not an a/c,  The fan works great and it works well if used as a humidifier. It is not a good air conditioner. It blows air with misted water in it. This does not help cool the room,carlosddell,2.0,It's a light up humidifier not an a/c  The fan works great and it works well if used as a humidifier. It is not a good air conditioner. It blows air with misted water in it. This does not help cool the room
396,396,B087965DTC,,30-Aug-20,Verified Purchase,Waste of money,  Waste of money. It does nothing to cool the air.,CB,1.0,Waste of money  Waste of money. It does nothing to cool the air.
397,397,B087965DTC,,28-Aug-20,Verified Purchase,Disappointed with quality,  Really like this unit for about 5 weeks then it stopped working. Asked about product warranty but have not received any response from seller.Disappointed. NOT recommend buying as it broke within 45 days of purchase/use especially for the price one has to pay,Amazon Customer,2.0,Disappointed with quality  Really like this unit for about 5 weeks then it stopped working. Asked about product warranty but have not received any response from seller.Disappointed. NOT recommend buying as it broke within 45 days of purchase/use especially for the price one has to pay
398,398,B087965DTC,,28-Aug-20,Verified Purchase,Waste of Money,  Cost way too much for just a fan that you add water to.,Barb C.,3.0,Waste of Money  Cost way too much for just a fan that you add water to.
399,399,B087965DTC,,27-Aug-20,Verified Purchase,Nice job for size.,"  The fan speed is great for bedside or desk. Unit is quiet. Doesn't get supercold, but is cooler than regular fan. A little bit of water forms near the middle part of fan at the bottom of circle where the aircomes out when mister is used, but i just wipe with a tissue.  For the size works good.",Roxanne Kakiuchi,4.0,"Nice job for size.  The fan speed is great for bedside or desk. Unit is quiet. Doesn't get supercold, but is cooler than regular fan. A little bit of water forms near the middle part of fan at the bottom of circle where the aircomes out when mister is used, but i just wipe with a tissue.  For the size works good."
400,400,B087965DTC,,26-Aug-20,Verified Purchase,So worth it! I love mine!,  I love this fan! The only down side is the small water tank. 400ml lasts about 2 hours on high cool. The mist is amazing. Definitely recommend this product,Terrilynn,5.0,So worth it! I love mine!  I love this fan! The only down side is the small water tank. 400ml lasts about 2 hours on high cool. The mist is amazing. Definitely recommend this product
401,401,B087965DTC,,25-Aug-20,Verified Purchase,The second one I’ve received that was used...,  It was apparently a used item that was sent to me. The water reservoir was full of dead mosquito larvae.,david bond,1.0,The second one I’ve received that was used...  It was apparently a used item that was sent to me. The water reservoir was full of dead mosquito larvae.
402,402,B087965DTC,,24-Aug-20,Verified Purchase,"Ok, I love this thing!!","  I wasn't sure what to expect, but this thing is awesome!! I only wish I'd had it at the height of this horrible heat wave. One thing- give it time. Don't turn it on for 2 minutes and judge it's abilities based on that. I put ice and water in the container, turned it on, and was like, meh.. is anything happening? Well, let me tell you, I got distracted, started doing other things, and I was like whoa I'm so cool now! And the mist is thick and visible! I have no idea why it got so much better after like 10-15 minutes, but it really really did!",A. Jordan,5.0,"Ok, I love this thing!!  I wasn't sure what to expect, but this thing is awesome!! I only wish I'd had it at the height of this horrible heat wave. One thing- give it time. Don't turn it on for 2 minutes and judge it's abilities based on that. I put ice and water in the container, turned it on, and was like, meh.. is anything happening? Well, let me tell you, I got distracted, started doing other things, and I was like whoa I'm so cool now! And the mist is thick and visible! I have no idea why it got so much better after like 10-15 minutes, but it really really did!"
403,403,B087965DTC,,24-Aug-20,Verified Purchase,Good fan but didn't cool like I wanted,  The water runs out before 2 hours are up.  Not very cool,KEssling,3.0,Good fan but didn't cool like I wanted  The water runs out before 2 hours are up.  Not very cool
404,404,B087965DTC,,23-Aug-20,Verified Purchase,Love,"  This fan is great!!!!! Has kept me cool in my office all summer. Sucks that you have to keep refilling the ice, but it has been a life saver.",marie,5.0,"Love  This fan is great!!!!! Has kept me cool in my office all summer. Sucks that you have to keep refilling the ice, but it has been a life saver."
405,405,B087965DTC,,23-Aug-20,Verified Purchase,"I totally recommend to use at home or your office,  its quiet.","  This little fan cools me down whenever I use it, I love it 😀 I don't need to keep my homes air-conditioning on all day. I use this cooling fan in every room I am and it's enough to keep me cool.",Elizabeth Ortiz,5.0,"I totally recommend to use at home or your office,  its quiet.  This little fan cools me down whenever I use it, I love it 😀 I don't need to keep my homes air-conditioning on all day. I use this cooling fan in every room I am and it's enough to keep me cool."
406,406,B087965DTC,,23-Aug-20,Verified Purchase,Not Powerful.,"  Simple: It’s a normal ordinary fan with the ability to add ice and water to make it appear cooler. Yeah, it kind of works but after a while you just feel moist air and that icy breeze subsides after a few minutes and you’re back feeling a normal spinning fan. Wish there was something better out there like this.",Dexter Brown,3.0,"Not Powerful.  Simple: It’s a normal ordinary fan with the ability to add ice and water to make it appear cooler. Yeah, it kind of works but after a while you just feel moist air and that icy breeze subsides after a few minutes and you’re back feeling a normal spinning fan. Wish there was something better out there like this."
407,407,B087965DTC,,22-Aug-20,Verified Purchase,Love it!,  Sits nicely on the side table in my living room and cool LED “party lights”I fill it ice and water on hot summer days to cool down the room.  It works!,Yen,5.0,Love it!  Sits nicely on the side table in my living room and cool LED “party lights”I fill it ice and water on hot summer days to cool down the room.  It works!
408,408,B087965DTC,,22-Aug-20,Verified Purchase,"More of a personal fan, doesn’t cool room in hot weather","  It’s a decent blowing fan, I add a bunch of ice and water once every hour or so because it blows out some water and it hardly makes it blow cold air. Maybe alright for a personal fan but I had that along with 3 other fans going in my 10x10ft room & it remained at 85+ degrees all night, even full of ice. If you need real AC, just get a window unit probably. I might return.",Pam D Hensley,3.0,"More of a personal fan, doesn’t cool room in hot weather  It’s a decent blowing fan, I add a bunch of ice and water once every hour or so because it blows out some water and it hardly makes it blow cold air. Maybe alright for a personal fan but I had that along with 3 other fans going in my 10x10ft room & it remained at 85+ degrees all night, even full of ice. If you need real AC, just get a window unit probably. I might return."
409,409,B087965DTC,,22-Aug-20,Verified Purchase,great portable fan with a very fine mist,"  It's a great purchase it really cools you down and the at first I was putting ice in it but you don't really need to, just add water up to the f line and it creates a really really fine mist if you look close enough ,the light is also a cute touch it changes to a different color and the timer is also nice for when it get cold on your sleep it will cut off automatically. Overall it is a good purchase i even bring it to work its so compact",Kindle Customer,5.0,"great portable fan with a very fine mist  It's a great purchase it really cools you down and the at first I was putting ice in it but you don't really need to, just add water up to the f line and it creates a really really fine mist if you look close enough ,the light is also a cute touch it changes to a different color and the timer is also nice for when it get cold on your sleep it will cut off automatically. Overall it is a good purchase i even bring it to work its so compact"
410,410,B087965DTC,,21-Aug-20,Verified Purchase,cools you even in humid weather,  Easy to use .  Adding ice cubes with water improves the experience.  Only factor that bothers me on especially hot nights is that it isn't large enough to last all night!,Mitzi Buljan,5.0,cools you even in humid weather  Easy to use .  Adding ice cubes with water improves the experience.  Only factor that bothers me on especially hot nights is that it isn't large enough to last all night!
411,411,B087965DTC,,20-Aug-20,Verified Purchase,Just a regular fan,"  I bought this product with already low expectations, but was still disappointed. Had about the same effect as a small desk fan, for triple the price.",Amazon Customer,1.0,"Just a regular fan  I bought this product with already low expectations, but was still disappointed. Had about the same effect as a small desk fan, for triple the price."
412,412,B087965DTC,,20-Aug-20,Verified Purchase,Portable air conditioning,  From the reviews I thought that it was going to be like a small air conditioning but you can hardly feel the coolness not impressed with this item. Wouldn’t buy it again😒,Leticia Fernandez,2.0,Portable air conditioning  From the reviews I thought that it was going to be like a small air conditioning but you can hardly feel the coolness not impressed with this item. Wouldn’t buy it again😒
413,413,B087965DTC,,19-Aug-20,Verified Purchase,So happy I got this!,  This has been great for keeping me cool during the heat wave. I put it a few feet away from me and itsgreat,erica,5.0,So happy I got this!  This has been great for keeping me cool during the heat wave. I put it a few feet away from me and itsgreat
414,414,B087965DTC,,19-Aug-20,Verified Purchase,Bad product/overpriced,"  Do to buy, it stopped working after only a few days, it never got cold at all.",T.H.,1.0,"Bad product/overpriced  Do to buy, it stopped working after only a few days, it never got cold at all."
415,415,B087965DTC,,19-Aug-20,Verified Purchase,Not long lasting,  The fan completely stopped working after about 6 weeks.,Barbara Denton,1.0,Not long lasting  The fan completely stopped working after about 6 weeks.
416,416,B087965DTC,,18-Aug-20,Verified Purchase,BEST $40 ever spent,  It’s so hot In California and we don’t have AC most places and this is a life saver!!!!,All is well,5.0,BEST $40 ever spent  It’s so hot In California and we don’t have AC most places and this is a life saver!!!!
417,417,B087965DTC,,18-Aug-20,Verified Purchase,How Long I Have Waited,"  Long gone are the days I lay in agony within the hellish heat of summer. How I have waited for thee.Its wind A gentle, frosted, touch. Never again shall I remain at the molten mercy of the hot air beast known as “fan”.  I know now a new way, a better way.",Amazon Customer,5.0,"How Long I Have Waited  Long gone are the days I lay in agony within the hellish heat of summer. How I have waited for thee.Its wind A gentle, frosted, touch. Never again shall I remain at the molten mercy of the hot air beast known as “fan”.  I know now a new way, a better way."
418,418,B087965DTC,,18-Aug-20,Verified Purchase,Did not work - do not buy,"  I usually don't leave reviews, but I felt obligated to on this product. The first fan that I ordered, did not work at all, blades didn't move and there was no mist.Amazon did a great job on promptly sending me a new one, however, this fan is worthless. You could barely feel any air coming from the blades, and there definitely wasn't any mist that made it cool.Save yourself the trouble and find a different product.",PC,1.0,"Did not work - do not buy  I usually don't leave reviews, but I felt obligated to on this product. The first fan that I ordered, did not work at all, blades didn't move and there was no mist.Amazon did a great job on promptly sending me a new one, however, this fan is worthless. You could barely feel any air coming from the blades, and there definitely wasn't any mist that made it cool.Save yourself the trouble and find a different product."
419,419,B087965DTC,,18-Aug-20,Verified Purchase,Worked as a fan.,  There was little or no cooling effect when used as directed.,Marian Mapes,2.0,Worked as a fan.  There was little or no cooling effect when used as directed.
420,420,B087965DTC,,18-Aug-20,Verified Purchase,Good for use at home.,  It does what it is made for. But it is not portable as there is no battery.,asif zaheer,4.0,Good for use at home.  It does what it is made for. But it is not portable as there is no battery.
421,421,B087965DTC,,17-Aug-20,Verified Purchase,No está mal,  Muy bueno buena calidad un poco excesivo el costo pero bien,Melecio Mejia,5.0,No está mal  Muy bueno buena calidad un poco excesivo el costo pero bien
422,422,B087965DTC,,17-Aug-20,Verified Purchase,"Disappointment, just get an air conditioner",  Disappointed with product. It didnt cool as well as I thought and needed to change the water frequently. Not reccomended if you want to beat the heat or sleep with cool air blowing on you. Just save up for an actual airconditioner. Waste of money.,Suze,1.0,"Disappointment, just get an air conditioner  Disappointed with product. It didnt cool as well as I thought and needed to change the water frequently. Not reccomended if you want to beat the heat or sleep with cool air blowing on you. Just save up for an actual airconditioner. Waste of money."
423,423,B087965DTC,,16-Aug-20,Verified Purchase,useless and won't turn on one day after,  Completely useless in cooling you down even if you are right in front of it. The water tank is tiny. That goes for all the other similar products in similar price range so there's that. You are probably better off spend the same money to get a fan as large as possible for better effect. Or spend the money for a night at hotel during the heatwave.Plus the fan just won't spin at all after just a few hrs of usage.It's really rare to see a simple product just broke down like this nowadays. And I bought tons of these random stuff from Amazon and Aliexpress...,Albert,1.0,useless and won't turn on one day after  Completely useless in cooling you down even if you are right in front of it. The water tank is tiny. That goes for all the other similar products in similar price range so there's that. You are probably better off spend the same money to get a fan as large as possible for better effect. Or spend the money for a night at hotel during the heatwave.Plus the fan just won't spin at all after just a few hrs of usage.It's really rare to see a simple product just broke down like this nowadays. And I bought tons of these random stuff from Amazon and Aliexpress...
424,424,B087965DTC,,16-Aug-20,Verified Purchase,DO NOT BUY - BROKE WITHIN A MONTH,  This thing was the best thing that happened to me... until it suddenly broke and no longer functions at all! The fan blades just suddenly stopped spinning AND it started leaking out of the blue. If you value your electronics and money you will stay away from this product!!!,Amanda B.,1.0,DO NOT BUY - BROKE WITHIN A MONTH  This thing was the best thing that happened to me... until it suddenly broke and no longer functions at all! The fan blades just suddenly stopped spinning AND it started leaking out of the blue. If you value your electronics and money you will stay away from this product!!!
425,425,B087965DTC,,16-Aug-20,Verified Purchase,Not very powerful.,  The fan doesn’t produce enough wind to blow any cool air your way. I bought 2 for my mom to make sure it was enough to cool her. It was not. My mom said the unit shocked her twice as well. Going to return.,Tumara A,2.0,Not very powerful.  The fan doesn’t produce enough wind to blow any cool air your way. I bought 2 for my mom to make sure it was enough to cool her. It was not. My mom said the unit shocked her twice as well. Going to return.
426,426,B087965DTC,,16-Aug-20,Verified Purchase,It only worked for a month,"  The electronics started acting wacky. It would turn on and cycle through all of the options (low fan, high fan, 2H timer, 4H timer, cooler and then shut down. It would then power up again all by itself and repeat the cycle. I unplugged it for a couple days. Now it no longer recognizes that there is water in the tank.",Amazon Customer,1.0,"It only worked for a month  The electronics started acting wacky. It would turn on and cycle through all of the options (low fan, high fan, 2H timer, 4H timer, cooler and then shut down. It would then power up again all by itself and repeat the cycle. I unplugged it for a couple days. Now it no longer recognizes that there is water in the tank."
427,427,B087965DTC,,14-Aug-20,Verified Purchase,Love!!!!,"  Love this!!!! Helps cool me off as I fall asleep.  You can definitely feel the difference!!! This will not cool a room nor will it run an entire night with the mist on, tank is not big enough.  I sleep with white noise every night, so I can't say if it's quite.  The night light is pretty, fun function.",tracee2496,5.0,"Love!!!!  Love this!!!! Helps cool me off as I fall asleep.  You can definitely feel the difference!!! This will not cool a room nor will it run an entire night with the mist on, tank is not big enough.  I sleep with white noise every night, so I can't say if it's quite.  The night light is pretty, fun function."
428,428,B087965DTC,,14-Aug-20,Verified Purchase,Very Cool!,"  Just received a second unit.  My girlfriend and I are delighted with them. I have it on the end of my desk about 4 feet away. Even on the lowest fan setting, the fan keeps me quite comfortable on hot California days. Works well too up to 8 feet away on higher speeds while watching TV. It will not cool a room - the operation is directional. The fan is very quiet - water has to added after a few hours of continuous operation. We accidentally dropped the first unit with water in it. It stopped working for a while but sprung back to life after a day of air drying outside. I think the design is elegant, simple and very efficient for the operation I described. Be cool and it will be cool.",Eric Chasanoff,5.0,"Very Cool!  Just received a second unit.  My girlfriend and I are delighted with them. I have it on the end of my desk about 4 feet away. Even on the lowest fan setting, the fan keeps me quite comfortable on hot California days. Works well too up to 8 feet away on higher speeds while watching TV. It will not cool a room - the operation is directional. The fan is very quiet - water has to added after a few hours of continuous operation. We accidentally dropped the first unit with water in it. It stopped working for a while but sprung back to life after a day of air drying outside. I think the design is elegant, simple and very efficient for the operation I described. Be cool and it will be cool."
429,429,B087965DTC,,14-Aug-20,Verified Purchase,Nice produce,"  This fan that was amazing. I used forMy work , quiet, and small, easy to carry . I very recommend this . And u can set up time .I will purchase other one for my family.",RACHEL,5.0,"Nice produce  This fan that was amazing. I used forMy work , quiet, and small, easy to carry . I very recommend this . And u can set up time .I will purchase other one for my family."
430,430,B087965DTC,,14-Aug-20,Verified Purchase,IT STOPPED WORKING AFTER A MONTH AND A HALF...,   It stopped working after a month and a half. It was great before it took a dump. Dont waste your time.,Too H.,1.0,IT STOPPED WORKING AFTER A MONTH AND A HALF...   It stopped working after a month and a half. It was great before it took a dump. Dont waste your time.
431,431,B087965DTC,,12-Aug-20,Verified Purchase,Perfect for summer!,  Love it!! I put cold water and three ice cubes in the  tray and it literally feels like a mini personal AC.,Christine M,5.0,Perfect for summer!  Love it!! I put cold water and three ice cubes in the  tray and it literally feels like a mini personal AC.
432,432,B087965DTC,,11-Aug-20,Verified Purchase,Good personal sized cooling fan,"  Pretty nice little fan. Air is cooler than a regular fan (I added ice). It’s pretty quiet with a nice bubbly water sound from the water compartment. The colors around the fan are fun. Don’t know if I can say that it would cool a room, but if you’re warm and you have it facing you, it’s pretty good!Quick note, the water compartment opening is small so I bought a mini ice cube tray, but crushed ice would also work; just not regular sized cubes.",Mischel B.,5.0,"Good personal sized cooling fan  Pretty nice little fan. Air is cooler than a regular fan (I added ice). It’s pretty quiet with a nice bubbly water sound from the water compartment. The colors around the fan are fun. Don’t know if I can say that it would cool a room, but if you’re warm and you have it facing you, it’s pretty good!Quick note, the water compartment opening is small so I bought a mini ice cube tray, but crushed ice would also work; just not regular sized cubes."
433,433,B087965DTC,,11-Aug-20,Verified Purchase,Does the job!,  Does the job! I put it by my bedside at night for a little xtra cold air. I like it cold when I sleep. Puts out a good amount of cold air.,amy rodriguez,5.0,Does the job!  Does the job! I put it by my bedside at night for a little xtra cold air. I like it cold when I sleep. Puts out a good amount of cold air.
434,434,B087965DTC,,10-Aug-20,Verified Purchase,"So cool, literally!",  What I like about this product is that it's not from China. I can feel the cold breeze with just the cool button on! Just make sure to add more ice and less water for the chill to last!,Maria Concepcion,5.0,"So cool, literally!  What I like about this product is that it's not from China. I can feel the cold breeze with just the cool button on! Just make sure to add more ice and less water for the chill to last!"
435,435,B087965DTC,,10-Aug-20,Verified Purchase,Small but powerful !!!!,  This is the best stuff that I bought than the other ones !!!!  I recommend it.,IRMA REYES,5.0,Small but powerful !!!!  This is the best stuff that I bought than the other ones !!!!  I recommend it.
436,436,B087965DTC,,10-Aug-20,Verified Purchase,Stopped working after 1 week,"  Unfortunately this product broke on us after 1 week of using it. The mist function stopped working and we couldn’t turn the fan off without unplugging it. I am very disappointed, especially because of the price of this product. We couldn’t return it in time because of everything going on with COVID.",Brian Chyo,3.0,"Stopped working after 1 week  Unfortunately this product broke on us after 1 week of using it. The mist function stopped working and we couldn’t turn the fan off without unplugging it. I am very disappointed, especially because of the price of this product. We couldn’t return it in time because of everything going on with COVID."
437,437,B087965DTC,,10-Aug-20,Verified Purchase,Stopped working in <2 months,  The fan stops to turn on after less than 2 months of occasional use.,Vicky,2.0,Stopped working in <2 months  The fan stops to turn on after less than 2 months of occasional use.
438,438,B087965DTC,,10-Aug-20,Verified Purchase,Keeps my small room cool,  You can use it as a regular fan or add cold water to cool a small room.,Jacqueline ,5.0,Keeps my small room cool  You can use it as a regular fan or add cold water to cool a small room.
439,439,B087965DTC,,9-Aug-20,Verified Purchase,The fan does cool and close proximity,  The fan does cool but be careful with over filling the water tank as there is wiring inside that could potentially get wet. Mine has stopped working once but then started working again. Nice for up close 3 ft away but that's about its limit.  Unfortunately the item is overpriced.,C. Brown,3.0,The fan does cool and close proximity  The fan does cool but be careful with over filling the water tank as there is wiring inside that could potentially get wet. Mine has stopped working once but then started working again. Nice for up close 3 ft away but that's about its limit.  Unfortunately the item is overpriced.
440,440,B087965DTC,,9-Aug-20,Verified Purchase,Cheaply made,  This product broke down within a month and leaking constantly...,BearMV,1.0,Cheaply made  This product broke down within a month and leaking constantly...
441,441,B087965DTC,,8-Aug-20,Verified Purchase,Broke Within A Month,  Portable Air Conditioner stopped working working with in a month. Can't even turn on.,1hapeemom,1.0,Broke Within A Month  Portable Air Conditioner stopped working working with in a month. Can't even turn on.
442,442,B087965DTC,,6-Aug-20,Verified Purchase,Great personal A/C,"  It is great for cooling a small area or your immediate surroundings. Quiet, small and sleek looking.",Stacie Adjaye,5.0,"Great personal A/C  It is great for cooling a small area or your immediate surroundings. Quiet, small and sleek looking."
