,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
414,B00HZV9WTM,AAA,2019-12-23,Verified Purchase,Useless," Would not hold a charge.  When my charger indicated a full charge, it was below one volt",Karl D.,1.0,12,2019,2019-12,"Useless Would not hold a charge.  When my charger indicated a full charge, it was below one volt"
415,B00HZV9WTM,AAA,2019-12-23,Verified Purchase,It works., Works as intended.,Timothy,5.0,12,2019,2019-12,It works. Works as intended.
416,B00HZV9WTM,AAA,2019-12-23,Verified Purchase,Long lasting, Long lasting charge,Amazon Customer,5.0,12,2019,2019-12,Long lasting Long lasting charge
417,B00HZV9WTM,AA,2019-12-23,Verified Purchase,👍, Perfect,Mamia Gogiberidze,5.0,12,2019,2019-12,👍 Perfect
418,B00HZV9WTM,AA,2019-12-23,Verified Purchase,value for money, high  performance battery,erezberez,5.0,12,2019,2019-12,value for money high  performance battery
419,B00HZV9WTM,AA,2019-12-22,Verified Purchase,Would recommend, Worked great. I’ve already ordered this same product a few times to use on other electronics and children’s toys.,Susy Kisses,5.0,12,2019,2019-12,Would recommend Worked great. I’ve already ordered this same product a few times to use on other electronics and children’s toys.
420,B00HZV9WTM,AA,2019-12-22,Verified Purchase,Great product," Great price, works great in my old energizer fast charger!  None dead yet after a year",christopher a gordon,5.0,12,2019,2019-12,"Great product Great price, works great in my old energizer fast charger!  None dead yet after a year"
421,B00HZV9WTM,AA,2019-12-22,Verified Purchase,So far so good at holding a charge, My son uses these for his switch controller and they seem to hold a charge as long as any other batteries. They also don’t take forever to charge. Only had for a couple months so not sure if the charge will hold has time goes on.,Sjkittie13,5.0,12,2019,2019-12,So far so good at holding a charge My son uses these for his switch controller and they seem to hold a charge as long as any other batteries. They also don’t take forever to charge. Only had for a couple months so not sure if the charge will hold has time goes on.
422,B00HZV9WTM,AAA,2019-12-22,Verified Purchase,Good value, I am pleased with the performance with this battery.,Jim W.,5.0,12,2019,2019-12,Good value I am pleased with the performance with this battery.
423,B00HZV9WTM,AAA,2019-12-22,Verified Purchase,not pre-charged," These batteries were said to be ""pre-charged"" - they weren't.  I had to charge them in a charger to get them to work.Disappointed in purcharse",AmazonCustomer,3.0,12,2019,2019-12,"not pre-charged These batteries were said to be ""pre-charged"" - they weren't.  I had to charge them in a charger to get them to work.Disappointed in purcharse"
424,B00HZV9WTM,AA,2019-12-22,Verified Purchase,Batteries they are.," Just think if Jeff Bezos was repeatedlying asked to fill out questions like this. He wouldn't be able to think up ways to sell so many products.That's it!He keeps us from being productive, filling out these things!!!",Mark J.S.,5.0,12,2019,2019-12,"Batteries they are. Just think if Jeff Bezos was repeatedlying asked to fill out questions like this. He wouldn't be able to think up ways to sell so many products.That's it!He keeps us from being productive, filling out these things!!!"
425,B00HZV9WTM,AAA,2019-12-21,Verified Purchase,Good, Good,Power_Points,5.0,12,2019,2019-12,Good Good
426,B00HZV9WTM,AAA,2019-12-20,Verified Purchase,Worked great, seem to last good,Roger,5.0,12,2019,2019-12,Worked great seem to last good
427,B00HZV9WTM,AAA,2019-12-20,Verified Purchase,Ok," Bought 3, 4 AAA packs in late Sept/early Oct and 2 of the batteries won’t take a charge. Bummer.",Jake Climbing ,3.0,12,2019,2019-12,"Ok Bought 3, 4 AAA packs in late Sept/early Oct and 2 of the batteries won’t take a charge. Bummer."
428,B00HZV9WTM,AA,2019-12-20,Verified Purchase,Always need more with kids, Always buying more.,Go Big Bob,5.0,12,2019,2019-12,Always need more with kids Always buying more.
429,B00HZV9WTM,AAA,2019-12-20,Verified Purchase,batterys, good buy,sam allen,5.0,12,2019,2019-12,batterys good buy
430,B00HZV9WTM,AAA,2019-12-20,Verified Purchase,Great product," Used in Digital camera,work great",Amazon Customer,5.0,12,2019,2019-12,"Great product Used in Digital camera,work great"
431,B00HZV9WTM,AA,2019-12-19,Verified Purchase,Works as expected., These batteries work as expected. For this money I’m not sure why anyone would buy disposable batteries.,jhayesvw,5.0,12,2019,2019-12,Works as expected. These batteries work as expected. For this money I’m not sure why anyone would buy disposable batteries.
432,B00HZV9WTM,AAA,2019-12-19,Verified Purchase,long lasting, they are great,Jim TURNER,5.0,12,2019,2019-12,long lasting they are great
433,B00HZV9WTM,AA,2019-12-18,Verified Purchase,All the average battery, They're just average. The only work average a remote controls and outside lighting.,Darryl R.,4.0,12,2019,2019-12,All the average battery They're just average. The only work average a remote controls and outside lighting.
434,B00HZV9WTM,AA,2019-12-18,Verified Purchase,Longevity, For the price it is worth the money.,Noel0919,4.0,12,2019,2019-12,Longevity For the price it is worth the money.
435,B00HZV9WTM,AA,2019-12-18,Verified Purchase,batteries not up to par, the batteries either don't seem to charge or they are so weak that they barely run anything over a pen light so guess I'll have to find a different battery for toothbrush,Amazon Customer,2.0,12,2019,2019-12,batteries not up to par the batteries either don't seem to charge or they are so weak that they barely run anything over a pen light so guess I'll have to find a different battery for toothbrush
436,B00HZV9WTM,AA,2019-12-18,Verified Purchase,High quality rechargable batteries that last., Fantastic batteries where they last longer than any batteries I have used so far. Very happy with the purchase.,Richard Kissick,5.0,12,2019,2019-12,High quality rechargable batteries that last. Fantastic batteries where they last longer than any batteries I have used so far. Very happy with the purchase.
437,B00HZV9WTM,AA,2019-12-18,Verified Purchase,That this is a better way to go, We used this for my son's xbox one remote and it last longer then regular batteries,suzanne todd,5.0,12,2019,2019-12,That this is a better way to go We used this for my son's xbox one remote and it last longer then regular batteries
438,B00HZV9WTM,AAA,2019-12-18,Verified Purchase,Waste of money., Doesn't keep charged. These are a waste of money. After charging until full it only last a couple of days. I knew i shouldnt have bought them. I'll be contacting customer service soon.,maria,1.0,12,2019,2019-12,Waste of money. Doesn't keep charged. These are a waste of money. After charging until full it only last a couple of days. I knew i shouldnt have bought them. I'll be contacting customer service soon.
439,B00HZV9WTM,AA,2019-12-17,Verified Purchase,failed quality control. it's garbage.," 1st Gen of Amazon basic batteries were pretty good. but currently selling batteries are not worth it. find other one, save money.",Eric,1.0,12,2019,2019-12,"failed quality control. it's garbage. 1st Gen of Amazon basic batteries were pretty good. but currently selling batteries are not worth it. find other one, save money."
440,B00HZV9WTM,AAA,2019-12-17,Verified Purchase,Converted to Garbage !," I have ordered many of these over the years.  I was under the strong belief that they were re-branded eneloops, because they were made in Japan.  Emphasis on ""was (were)"", as they are now junky chinese batteries.  RETURNED!!  Never trust china.  I am now forced to buy the super expensive, but best; Eneloops.  Shame on you, Amazon!",S. A.,1.0,12,2019,2019-12,"Converted to Garbage ! I have ordered many of these over the years.  I was under the strong belief that they were re-branded eneloops, because they were made in Japan.  Emphasis on ""was (were)"", as they are now junky chinese batteries.  RETURNED!!  Never trust china.  I am now forced to buy the super expensive, but best; Eneloops.  Shame on you, Amazon!"
441,B00HZV9WTM,AA,2019-12-17,Verified Purchase,needed additional batteries, They fit in a case we already have,alopeciaal,4.0,12,2019,2019-12,needed additional batteries They fit in a case we already have
442,B00HZV9WTM,AAA,2019-12-17,Verified Purchase,Good battery for the price, Holds a good charge,Sharon B.,5.0,12,2019,2019-12,Good battery for the price Holds a good charge
443,B00HZV9WTM,AA,2019-12-17,Verified Purchase,rechargeable batteries, They burn bright but not for very long.,Frank Brandstetter,2.0,12,2019,2019-12,rechargeable batteries They burn bright but not for very long.
444,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Amazon AA batteries, These batteries don't seem to hold the charge very long,Bob B,3.0,12,2019,2019-12,Amazon AA batteries These batteries don't seem to hold the charge very long
445,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Never got them and there is nothing I can do about it," I am unable to use the batteries, they are completely useless because I never got them...Ordered 2 month ago",Amazon Customer,1.0,12,2019,2019-12,"Never got them and there is nothing I can do about it I am unable to use the batteries, they are completely useless because I never got them...Ordered 2 month ago"
446,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Don't work., Have used for a few weeks with Amazon basics charger and neither seems to work.  Charge time is about 10 minutes.,Gayle Callahan,1.0,12,2019,2019-12,Don't work. Have used for a few weeks with Amazon basics charger and neither seems to work.  Charge time is about 10 minutes.
447,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Disappointed charge did not last long, The charge goes away very fast. They don't last very long. I'll continue to buy batteries. I figure the rechargable batteries will save me money. But I was wrong. I bought the DD rechargable batteries n case too n that was a waste of money. So sorry to say. But it is what it is.,Joan,1.0,12,2019,2019-12,Disappointed charge did not last long The charge goes away very fast. They don't last very long. I'll continue to buy batteries. I figure the rechargable batteries will save me money. But I was wrong. I bought the DD rechargable batteries n case too n that was a waste of money. So sorry to say. But it is what it is.
448,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Came Dead - Unreliable After Charging, I should  have sent these back when I opened them and found them discharged on arrival. They don't hold a charge and can't reliably be used in anything. Avoid these. These are clearly NOT re-branded Eneloops.,Dustin,1.0,12,2019,2019-12,Came Dead - Unreliable After Charging I should  have sent these back when I opened them and found them discharged on arrival. They don't hold a charge and can't reliably be used in anything. Avoid these. These are clearly NOT re-branded Eneloops.
449,B00HZV9WTM,AA,2019-12-17,Verified Purchase,Excelente, Excelente,Jose Luis Valenciano B,5.0,12,2019,2019-12,Excelente Excelente
450,B00HZV9WTM,AAA,2019-12-17,Verified Purchase,No complaints from me," Everyday use seem like solid batteries. I use them for my tv remotes, central heating and cooling thermostat and my Xbox controller. Let me specify I purchased the AA & AAA.",Christopher ,5.0,12,2019,2019-12,"No complaints from me Everyday use seem like solid batteries. I use them for my tv remotes, central heating and cooling thermostat and my Xbox controller. Let me specify I purchased the AA & AAA."
451,B00HZV9WTM,AA,2019-12-16,Verified Purchase,No longer Japanese made - now low quality junk," Previously, Amazon brand was japanese Eneloop.  Now, these are made in China and DO NOT reach full charge even after break-in.  There is wild variance in charging stats between lots of 10 plus.  About 15% are unusable duds.",JGAmazon,1.0,12,2019,2019-12,"No longer Japanese made - now low quality junk Previously, Amazon brand was japanese Eneloop.  Now, these are made in China and DO NOT reach full charge even after break-in.  There is wild variance in charging stats between lots of 10 plus.  About 15% are unusable duds."
452,B00HZV9WTM,AAA,2019-12-16,Verified Purchase,Pretty disappointed in these," We have mostly Eneloop, but bought a few packs of these here or there.  These are the ones that most consistently totally die, even though they are newer.  Amazon should do better for their own branded product.",Krista,3.0,12,2019,2019-12,"Pretty disappointed in these We have mostly Eneloop, but bought a few packs of these here or there.  These are the ones that most consistently totally die, even though they are newer.  Amazon should do better for their own branded product."
453,B00HZV9WTM,AAA,2019-12-16,Verified Purchase,Good battery, Very good battery,Kawdawg,4.0,12,2019,2019-12,Good battery Very good battery
454,B00HZV9WTM,AAA,2019-12-16,Not Verified,So useful!," I love that these batteries are rechargeable and work with just about any charger, I use them in my everyday household items like remotes, computer mouses, etc. I really love that I don't have to throw them out, it makes me feel better about using batteries around the house and at work. These are a much better alternative to one time use batteries.",Christina,5.0,12,2019,2019-12,"So useful! I love that these batteries are rechargeable and work with just about any charger, I use them in my everyday household items like remotes, computer mouses, etc. I really love that I don't have to throw them out, it makes me feel better about using batteries around the house and at work. These are a much better alternative to one time use batteries."
455,B00HZV9WTM,AA,2019-12-16,Verified Purchase,I buy agin, Cheap but very good,tractorman6070,5.0,12,2019,2019-12,I buy agin Cheap but very good
456,B00HZV9WTM,AA,2019-12-15,Verified Purchase,Great battery, Last for days in kids Xbox controllers. That’s all that matters.,MommyRulz,5.0,12,2019,2019-12,Great battery Last for days in kids Xbox controllers. That’s all that matters.
457,B00HZV9WTM,AAA,2019-12-15,Verified Purchase,"Okay, but don't last as long as normal batteries"," I'm a bit disappointed that these batteries don't last longer. They last maybe a week, tops, in my firestick remote before needing to be recharged. It's still a better deal than buying and tossing batteries all the time, but I wish they lasted a few month like regular batteries. They are super easy to chatge, though, which is nice. They are compatible with my energizer battery charger.",Sam D,4.0,12,2019,2019-12,"Okay, but don't last as long as normal batteries I'm a bit disappointed that these batteries don't last longer. They last maybe a week, tops, in my firestick remote before needing to be recharged. It's still a better deal than buying and tossing batteries all the time, but I wish they lasted a few month like regular batteries. They are super easy to chatge, though, which is nice. They are compatible with my energizer battery charger."
458,B00HZV9WTM,AA,2019-12-15,Verified Purchase,Did not hold a charge, Batteries did not hold a charge,Nicole Reed,1.0,12,2019,2019-12,Did not hold a charge Batteries did not hold a charge
459,B00HZV9WTM,AA,2019-12-15,Verified Purchase,"I've been using these for about 4 years now, and I've learned it's all about this:"," I've been using these for about 4 years now, and I've learned it's all about this: Where are they made? That is, if they are made in Japan, they will last. If they are made in China, they will not last. That is my experience.",Customer,2.0,12,2019,2019-12,"I've been using these for about 4 years now, and I've learned it's all about this: I've been using these for about 4 years now, and I've learned it's all about this: Where are they made? That is, if they are made in Japan, they will last. If they are made in China, they will not last. That is my experience."
460,B00HZV9WTM,AA,2019-12-15,Verified Purchase,Good, Good enough. They came charged.,Isabella,5.0,12,2019,2019-12,Good Good enough. They came charged.
461,B00HZV9WTM,AA,2019-12-15,Verified Purchase,Not long battery life, Pretty good! battery life not so much,Marleen,5.0,12,2019,2019-12,Not long battery life Pretty good! battery life not so much
462,B00HZV9WTM,AA,2019-12-15,Verified Purchase,"Shady business practices, good batteries"," Tried to buy 18650batteries, amazon put these as the top choice... i didnt notice. Havent bought batteries for my remote since...Its only been a week though",Amazon Customer,5.0,12,2019,2019-12,"Shady business practices, good batteries Tried to buy 18650batteries, amazon put these as the top choice... i didnt notice. Havent bought batteries for my remote since...Its only been a week though"
463,B00HZV9WTM,AA,2019-12-14,Verified Purchase,Basic, Basic,David G,5.0,12,2019,2019-12,Basic Basic
464,B00HZV9WTM,AA,2019-12-14,Verified Purchase,disposable battery, 4 out of 8 dead less than 1 year. The rest you have to charge them very often. Eneloop lasts 2 to 3 years. You get what you pay for. Buy a real name brand battery.,A. Chan,2.0,12,2019,2019-12,disposable battery 4 out of 8 dead less than 1 year. The rest you have to charge them very often. Eneloop lasts 2 to 3 years. You get what you pay for. Buy a real name brand battery.
465,B00HZV9WTM,AA,2019-12-14,Verified Purchase,Batteries that last, Good price on Amazon batteries( a trusted brand),Roxanne Weiss,5.0,12,2019,2019-12,Batteries that last Good price on Amazon batteries( a trusted brand)
466,B00HZV9WTM,AA,2019-12-14,Verified Purchase,Good AA Rechargeable batteries, AA rechargeable batteries from Amazon Basics. They don't drain fast.,Amazon,5.0,12,2019,2019-12,Good AA Rechargeable batteries AA rechargeable batteries from Amazon Basics. They don't drain fast.
467,B00HZV9WTM,AAA,2019-12-14,Verified Purchase,Great rechargeable batteries, I like that I can keep recharging these. They work just fine in my remotes.,chris jaquet,5.0,12,2019,2019-12,Great rechargeable batteries I like that I can keep recharging these. They work just fine in my remotes.
468,B00HZV9WTM,AAA,2019-12-14,Verified Purchase,The price, I recommend These batteries For the priceAnd they don’t take long to recharge,evelyn fitzgerald,5.0,12,2019,2019-12,The price I recommend These batteries For the priceAnd they don’t take long to recharge
469,B00HZV9WTM,AA,2019-12-14,Verified Purchase,Mostly use them for things like candles and battery operated Christmas lights. Nothing heavy duty, Good value for the price.  Take a while to  recharge but have good working life.  Mostly use them for things like candles and battery operated Christmas lights. Nothing heavy duty.,Kathleen Chapman,5.0,12,2019,2019-12,Mostly use them for things like candles and battery operated Christmas lights. Nothing heavy duty Good value for the price.  Take a while to  recharge but have good working life.  Mostly use them for things like candles and battery operated Christmas lights. Nothing heavy duty.
470,B00HZV9WTM,AA,2019-12-13,Verified Purchase,Work Fine," The batteries work fine, I haven't had to use the charger yet.",R. N. Phillips,5.0,12,2019,2019-12,"Work Fine The batteries work fine, I haven't had to use the charger yet."
471,B00HZV9WTM,AA,2019-12-13,Verified Purchase,Last longer than other options., Work well.,Kyle,5.0,12,2019,2019-12,Last longer than other options. Work well.
472,B00HZV9WTM,AAA,2019-12-13,Verified Purchase,Good batteries, Good batteries.  Long lasting for rechargeables,Geoff,5.0,12,2019,2019-12,Good batteries Good batteries.  Long lasting for rechargeables
473,B00HZV9WTM,AAA,2019-12-13,Verified Purchase,👍, Buena calidad,Erick Perez,5.0,12,2019,2019-12,👍 Buena calidad
474,B00HZV9WTM,AAA,2019-12-13,Verified Purchase,Good quality batteries, I use these batteries in my solar lights. They work really well and have a good capacity for lighting things up.,Linda Deegan-Adams,5.0,12,2019,2019-12,Good quality batteries I use these batteries in my solar lights. They work really well and have a good capacity for lighting things up.
475,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Good rechargeable batteries., I have been using these for the past few months and I have experienced no problems with using them or charging them.,Steven Fuller,5.0,12,2019,2019-12,Good rechargeable batteries. I have been using these for the past few months and I have experienced no problems with using them or charging them.
476,B00HZV9WTM,AAA,2019-12-12,Not Verified,Nothing now came a going at a home on itself and rain made my camera well, Nothing about came out good,Harrold Capps,1.0,12,2019,2019-12,Nothing now came a going at a home on itself and rain made my camera well Nothing about came out good
477,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Good stuff, Worked great for my trx1 scanner.,kenneth horsley,5.0,12,2019,2019-12,Good stuff Worked great for my trx1 scanner.
478,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Batteries have changed," Something looked off with the packaging. Graphics slightly different. Now made in China, not Japan. Website still shows old art/products and tells me I have purchased this product 4 times in that past. Not these guys!",foggyrock,1.0,12,2019,2019-12,"Batteries have changed Something looked off with the packaging. Graphics slightly different. Now made in China, not Japan. Website still shows old art/products and tells me I have purchased this product 4 times in that past. Not these guys!"
479,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Impressed, Love them. They've worked better and lasted longer than any others I've owned.,Trim,5.0,12,2019,2019-12,Impressed Love them. They've worked better and lasted longer than any others I've owned.
480,B00HZV9WTM,AA,2019-12-12,Verified Purchase,You Get What You Pay For," There is a reason why they are much cheaper than the name brand... because they are. The charger indicated that they went bad, and they did. Meanwhile my Energizer Recharge are still going strong.",ITrob523,3.0,12,2019,2019-12,"You Get What You Pay For There is a reason why they are much cheaper than the name brand... because they are. The charger indicated that they went bad, and they did. Meanwhile my Energizer Recharge are still going strong."
481,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Great battery for the dollar," Best bang for your buck. So far these have put the Panasonic, Duracell and Rayovac to shame.",LK,5.0,12,2019,2019-12,"Great battery for the dollar Best bang for your buck. So far these have put the Panasonic, Duracell and Rayovac to shame."
482,B00HZV9WTM,AA,2019-12-12,Verified Purchase,Still Working," I bought these batteries after buying 600 MAH batteries that worked for LESS than two weeks in full sun.These are still going and are still working at 5 AM in my solar lights, even with the rain and clouds.UPDATE:  Just a couple days after writing a good review, and sunny days, one battery stopped working.Batteries should last longer than a few weeks, so I won't buy them again.",CAgirl,2.0,12,2019,2019-12,"Still Working I bought these batteries after buying 600 MAH batteries that worked for LESS than two weeks in full sun.These are still going and are still working at 5 AM in my solar lights, even with the rain and clouds.UPDATE:  Just a couple days after writing a good review, and sunny days, one battery stopped working.Batteries should last longer than a few weeks, so I won't buy them again."
483,B00HZV9WTM,AA,2019-12-12,Verified Purchase,good, good,paul barker,5.0,12,2019,2019-12,good good
484,B00HZV9WTM,AA,2019-12-11,Verified Purchase,Just okay," Just okay, they don’t seem to survive too many charge cycles.",RJB101,3.0,12,2019,2019-12,"Just okay Just okay, they don’t seem to survive too many charge cycles."
485,B00HZV9WTM,AA,2019-12-11,Verified Purchase,Worst Amazon purchase ever," I bought these two months ago and just tried to use them for the first time yesterday. Not a single one of them worked. I recharged all of them, and tried again today but still no luck. Do not buy these batteries. I can't even return them because it is now passed the return date.",Christine,1.0,12,2019,2019-12,"Worst Amazon purchase ever I bought these two months ago and just tried to use them for the first time yesterday. Not a single one of them worked. I recharged all of them, and tried again today but still no luck. Do not buy these batteries. I can't even return them because it is now passed the return date."
486,B00HZV9WTM,AA,2019-12-11,Verified Purchase,Dont buy them," These are the worst batteries, take for ever for charging but dir fast.",Amazon Customer,1.0,12,2019,2019-12,"Dont buy them These are the worst batteries, take for ever for charging but dir fast."
487,B00HZV9WTM,AA,2019-12-11,Verified Purchase,meh.," They're not expensive but they do a terrible job of holding a charge. I tried using them with my Xbox controllers and they were pretty worthless, and I gave up.",Amazon Customer,2.0,12,2019,2019-12,"meh. They're not expensive but they do a terrible job of holding a charge. I tried using them with my Xbox controllers and they were pretty worthless, and I gave up."
488,B00HZV9WTM,AA,2019-12-11,Verified Purchase,good deal, love it grait value for money,Dani subai,5.0,12,2019,2019-12,good deal love it grait value for money
489,B00HZV9WTM,AAA,2019-12-11,Verified Purchase,Decent batteries and perfect for remotes., I decided to buy a bunch of these for my various remote controls in the house.  They work just fine!,Jim,3.0,12,2019,2019-12,Decent batteries and perfect for remotes. I decided to buy a bunch of these for my various remote controls in the house.  They work just fine!
490,B00HZV9WTM,AAA,2019-12-10,Verified Purchase,Must buy item, Excellent rechargeable batteries!  I’ll buy more...this time AA.,Alaska girl,5.0,12,2019,2019-12,Must buy item Excellent rechargeable batteries!  I’ll buy more...this time AA.
491,B00HZV9WTM,AAA,2019-12-10,Verified Purchase,Long lasting, Great batteries,Daniel,5.0,12,2019,2019-12,Long lasting Great batteries
492,B00HZV9WTM,AA,2019-12-10,Verified Purchase,Useless batteries.  Didn't even last 4 and a half months.," Bought 16 batteries (2 pack) on July 15, 2019 and now 14 batteries are dead. They don't charge anymore.  Stay away and don't buy it",Vipul Jain,1.0,12,2019,2019-12,"Useless batteries.  Didn't even last 4 and a half months. Bought 16 batteries (2 pack) on July 15, 2019 and now 14 batteries are dead. They don't charge anymore.  Stay away and don't buy it"
493,B00HZV9WTM,AA,2019-12-10,Verified Purchase,Impressive for the price, Impressive for the price,Ryan Barnes,5.0,12,2019,2019-12,Impressive for the price Impressive for the price
494,B00HZV9WTM,AA,2019-12-10,Verified Purchase,Charging," Just purchased the Amazon Basic Rechargeable AA batteries. Unfortunately, they will not charge after only one use.",Donald E. Shiarla,1.0,12,2019,2019-12,"Charging Just purchased the Amazon Basic Rechargeable AA batteries. Unfortunately, they will not charge after only one use."
495,B00HZV9WTM,AAA,2019-12-09,Verified Purchase,Works okay, Works okay,lazaro lopez,5.0,12,2019,2019-12,Works okay Works okay
496,B00HZV9WTM,AA,2019-12-09,Verified Purchase,Battery, Not holding a charge as they said.,Willi,3.0,12,2019,2019-12,Battery Not holding a charge as they said.
497,B00HZV9WTM,AA,2019-12-09,Not Verified,Disappointing.," These batteries aren't good. They drain very fast in items that standard batteries last much longer in, and half of them have already failed to recharge, flashing red lights that means they are no good anymore. I will not buy these again, very disappointing. I expected more from Amazon products.",Susan Madrid,2.0,12,2019,2019-12,"Disappointing. These batteries aren't good. They drain very fast in items that standard batteries last much longer in, and half of them have already failed to recharge, flashing red lights that means they are no good anymore. I will not buy these again, very disappointing. I expected more from Amazon products."
498,B00HZV9WTM,AA,2019-12-09,Verified Purchase,Mejor no podian ser," Excelentes baterias, es de gran calidad",Edilberto Arteaga,5.0,12,2019,2019-12,"Mejor no podian ser Excelentes baterias, es de gran calidad"
499,B00HZV9WTM,AA,2019-12-09,Verified Purchase,Great batteries, Love these batteries they last a long tome.,Tek Revue,5.0,12,2019,2019-12,Great batteries Love these batteries they last a long tome.
500,B00HZV9WTM,AA,2019-12-08,Verified Purchase,Worth it, This is a good value,Raleigh Matthews,5.0,12,2019,2019-12,Worth it This is a good value
501,B00HZV9WTM,AA,2019-12-08,Verified Purchase,Rechargeable," Good value, don’t last as long as I would like them too",Myles L.,4.0,12,2019,2019-12,"Rechargeable Good value, don’t last as long as I would like them too"
502,B00HZV9WTM,AA,2019-12-08,Verified Purchase,It’s okay...," It is a bit deceptive, they aren’t offering 4 pack but rather 4 batteries in a pack... disappointing.",Kindle Customer,2.0,12,2019,2019-12,"It’s okay... It is a bit deceptive, they aren’t offering 4 pack but rather 4 batteries in a pack... disappointing."
503,B00HZV9WTM,AAA,2019-12-08,Verified Purchase,Did not last long," I used these for a mouse. They lasted less than a year, maybe four rounds of recharge and use. Much shorter than the standard brands. I wont be buying more.",Chazer,2.0,12,2019,2019-12,"Did not last long I used these for a mouse. They lasted less than a year, maybe four rounds of recharge and use. Much shorter than the standard brands. I wont be buying more."
504,B00HZV9WTM,AA,2019-12-08,Verified Purchase,Rechargeable batteries, Wrong size,Jeff Mcqueen,5.0,12,2019,2019-12,Rechargeable batteries Wrong size
505,B00HZV9WTM,AA,2019-12-08,Verified Purchase,good, good,matthew,5.0,12,2019,2019-12,good good
506,B00HZV9WTM,AAA,2019-12-07,Verified Purchase,I love these batteries!, I have two little ones and go through batteries like crazy. Charge these twice and they pay for themselves. I have been cycling them for a couple years with no failures or noticeable decrease in capacity. I would recommend these to anyone.,Evanski,5.0,12,2019,2019-12,I love these batteries! I have two little ones and go through batteries like crazy. Charge these twice and they pay for themselves. I have been cycling them for a couple years with no failures or noticeable decrease in capacity. I would recommend these to anyone.
507,B00HZV9WTM,AA,2019-12-07,Verified Purchase,Great, Great,Michael,5.0,12,2019,2019-12,Great Great
508,B00HZV9WTM,AAA,2019-12-07,Verified Purchase,"Great value, great batteries", These are great batteries. My only complaint is that they seem to disappear into thin air when the kids visit.,Trackside,5.0,12,2019,2019-12,"Great value, great batteries These are great batteries. My only complaint is that they seem to disappear into thin air when the kids visit."
509,B00HZV9WTM,AA,2019-12-07,Verified Purchase,should b free, these batteries do not have quality and i would rather have my money back.do not buy these batteries,B Soderberg,1.0,12,2019,2019-12,should b free these batteries do not have quality and i would rather have my money back.do not buy these batteries
510,B00HZV9WTM,AAA,2019-12-06,Verified Purchase,Batteries, They're batteries.,Joe Rogers,5.0,12,2019,2019-12,Batteries They're batteries.
511,B00HZV9WTM,AAA,2019-12-06,Verified Purchase,Bad Buy, Used once and will not recharge!!,Amazon Customer,1.0,12,2019,2019-12,Bad Buy Used once and will not recharge!!
512,B00HZV9WTM,AA,2019-12-06,Verified Purchase,Good bang for the buck., I've been using these now for about 3 months and both constant use and sedentary environments. Shelf life is better than I expected as they seem to hold a charge as stated. Normal everyday use is quite good I have yet to have to recharge the batteries I have. Overall very good for the money.,Steven W. Bowers,5.0,12,2019,2019-12,Good bang for the buck. I've been using these now for about 3 months and both constant use and sedentary environments. Shelf life is better than I expected as they seem to hold a charge as stated. Normal everyday use is quite good I have yet to have to recharge the batteries I have. Overall very good for the money.
513,B00HZV9WTM,AA,2019-12-06,Verified Purchase,Good Deal, these are good quality batteries; plus they came pre-charged so you can install and use them right away.,JimmyL,5.0,12,2019,2019-12,Good Deal these are good quality batteries; plus they came pre-charged so you can install and use them right away.
514,B00HZV9WTM,AA,2019-12-06,Verified Purchase,derabilty, good,A/C,4.0,12,2019,2019-12,derabilty good
515,B00HZV9WTM,AA,2019-12-06,Verified Purchase,Great bang for buck, Love them. Will be ordering more soon!,William&Daphanie,5.0,12,2019,2019-12,Great bang for buck Love them. Will be ordering more soon!
516,B00HZV9WTM,AAA,2019-12-06,Verified Purchase,Shocking!, They do what I expect.,"Ryq, Tilter at Windmills",5.0,12,2019,2019-12,Shocking! They do what I expect.
517,B00HZV9WTM,AAA,2019-12-05,Verified Purchase,The Best !, Amazon rechargeable batteries are great..great price...hold a better charge than some Name Brand i've used.,pdxWildChild,5.0,12,2019,2019-12,The Best ! Amazon rechargeable batteries are great..great price...hold a better charge than some Name Brand i've used.
518,B00HZV9WTM,AA,2019-12-05,Verified Purchase,Work as advertised, Work,Bob,5.0,12,2019,2019-12,Work as advertised Work
519,B00HZV9WTM,AAA,2019-12-05,Verified Purchase,Half went bad," Took a few months, but the batteries went bad  - fluffy white alkaline solution seeped at the end",Rani Lueder,2.0,12,2019,2019-12,"Half went bad Took a few months, but the batteries went bad  - fluffy white alkaline solution seeped at the end"
520,B00HZV9WTM,AA,2019-12-05,Verified Purchase,Doesn’t hold charge for long, Poor longevity,Porto,2.0,12,2019,2019-12,Doesn’t hold charge for long Poor longevity
